,phone_loss,phone_acc,word_loss,word_acc,set
0,1.3447539217893283,0.5927509773338477,3.43951475203999,0.42782973619690545,train
1,1.1893919976369598,0.6220227427792673,2.9667645765845556,0.5041583235513935,valid
2,1.0823629311797929,0.6692771713363596,2.1809397046296746,0.5711428573883969,train
3,1.0961804397234223,0.6519592652120431,2.4755801895008664,0.5692369051268269,valid
4,1.0208398115563229,0.687909120898283,1.9100123722864404,0.6116601173124308,train
5,1.062676408677592,0.6594296051395074,2.278185287711649,0.597411582719194,valid
6,0.9961352141358085,0.6957458009786527,1.7975990468872856,0.6291673503747952,train
7,1.060639298945071,0.6626063720079733,2.187572661927129,0.6095535460185679,valid
8,0.9686492588511139,0.7036590352884712,1.7066683734674624,0.6440317140164772,train
9,1.0239742797946125,0.6723535911643315,2.0549805276544215,0.6254583073728749,valid
10,0.9546383454627353,0.707941908003501,1.6527819172270768,0.6527026828799296,train
11,1.0123725482842343,0.6758742542311386,2.0099265527870833,0.6347253011569357,valid
12,0.9419254876896349,0.7119580948663692,1.6111297064726684,0.6596654465464237,train
13,0.9962982201203637,0.6839274698963751,1.9752632067322153,0.6406449175446299,valid
14,0.9327209101101391,0.7145372336629323,1.5798849746295074,0.6647429590255473,train
15,0.994990048897594,0.6818984996722163,1.9616814263530367,0.645758692668331,valid
16,0.9339337178368284,0.7143349934977328,1.570603801490456,0.666365391170089,train
17,0.9856117718284426,0.6838804736093707,1.911640357174607,0.6538676007208971,valid
18,0.9172263790838209,0.7191225592174278,1.529421610962467,0.6735980742882584,train
19,0.9760309108416696,0.6858952880462453,1.909460269529001,0.6554694634291606,valid
